SEQN,sex,age_year,race,education,marital_status,income_pov_rat
116094.0,M,42.0,Other Hispanic,College graduate or above,Married/Living with Partner,4.45
116099.0,F,41.0,Mexican American,High school graduate/GED or equivalent,Married/Living with Partner,0.68
116100.0,M,29.0,Non-Hispanic Asian,High school graduate/GED or equivalent,Married/Living with Partner,0.79
116103.0,F,42.0,Non-Hispanic Black,Some college or AA degree,Married/Living with Partner,2.77
116104.0,F,53.0,Non-Hispanic Asian,College graduate or above,Widowed/Divorced/Separated,5.0
116106.0,M,12.0,Non-Hispanic Black,,,2.36
116107.0,F,74.0,Non-Hispanic White,Some college or AA degree,Widowed/Divorced/Separated,1.81
116108.0,F,14.0,Non-Hispanic White,,,1.5
116109.0,F,54.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,5.0
116110.0,F,39.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,5.0
116112.0,F,63.0,Non-Hispanic White,College graduate or above,Widowed/Divorced/Separated,5.0
116113.0,M,46.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,5.0
116114.0,F,44.0,Mexican American,College graduate or above,Married/Living with Partner,5.0
116115.0,F,42.0,Non-Hispanic Black,9-11th grade,Married/Living with Partner,2.76
116116.0,M,23.0,Non-Hispanic White,Some college or AA degree,Never married,5.0
116117.0,M,8.0,Other Race - Including Multi-Racial,,,
116118.0,F,56.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,5.0
116120.0,F,71.0,Other Hispanic,9-11th grade,Widowed/Divorced/Separated,1.52
116121.0,F,34.0,Non-Hispanic Black,High school graduate/GED or equivalent,Never married,0.69
116122.0,F,11.0,Other Race - Including Multi-Racial,,,5.0
116123.0,M,48.0,Other Hispanic,College graduate or above,Married/Living with Partner,2.66
116124.0,F,14.0,Non-Hispanic Asian,,,3.37
116125.0,M,69.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,2.32
116126.0,F,17.0,Other Race - Including Multi-Racial,,,4.52
116127.0,M,73.0,Non-Hispanic Black,Some college or AA degree,Widowed/Divorced/Separated,4.0
116129.0,M,62.0,Non-Hispanic Black,Some college or AA degree,Widowed/Divorced/Separated,2.59
116131.0,M,38.0,Non-Hispanic Black,College graduate or above,Married/Living with Partner,1.43
116132.0,F,2.0,Non-Hispanic White,,,
116133.0,F,44.0,Non-Hispanic White,College graduate or above,Never married,3.01
116134.0,F,17.0,Other Hispanic,,,2.65
116135.0,M,75.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,4.35
116138.0,F,71.0,Non-Hispanic Asian,College graduate or above,Never married,5.0
116140.0,M,38.0,Other Hispanic,Less than 9th grade,Married/Living with Partner,0.7
116141.0,M,59.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,4.06
116142.0,M,46.0,Mexican American,Some college or AA degree,Married/Living with Partner,2.1
116143.0,M,72.0,Non-Hispanic Black,9-11th grade,Widowed/Divorced/Separated,0.74
116144.0,M,67.0,Non-Hispanic Black,Some college or AA degree,Married/Living with Partner,0.96
116145.0,F,31.0,Non-Hispanic White,Some college or AA degree,Widowed/Divorced/Separated,0.13
116147.0,M,38.0,Mexican American,9-11th grade,Widowed/Divorced/Separated,2.31
116148.0,F,40.0,Mexican American,High school graduate/GED or equivalent,Married/Living with Partner,3.25
116149.0,F,46.0,Mexican American,9-11th grade,Married/Living with Partner,1.7
116150.0,M,49.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,5.0
116151.0,M,48.0,Non-Hispanic Black,Some college or AA degree,Married/Living with Partner,5.0
116152.0,M,31.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,2.72
116153.0,F,57.0,Non-Hispanic White,Some college or AA degree,Widowed/Divorced/Separated,0.77
116154.0,M,16.0,Non-Hispanic White,,,1.67
116155.0,F,17.0,Other Race - Including Multi-Racial,,,3.43
116156.0,F,9.0,Non-Hispanic White,,,2.08
116157.0,F,52.0,Non-Hispanic Black,College graduate or above,Married/Living with Partner,
116158.0,F,3.0,Non-Hispanic White,,,1.89
116159.0,F,41.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,2.55
116160.0,F,38.0,Mexican American,Less than 9th grade,Married/Living with Partner,2.03
116161.0,F,11.0,Non-Hispanic Black,,,2.67
116162.0,M,8.0,Non-Hispanic Black,,,
116163.0,F,37.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,2.15
116164.0,F,33.0,Other Race - Including Multi-Racial,High school graduate/GED or equivalent,Never married,2.2
116165.0,F,60.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,5.0
116167.0,F,52.0,Mexican American,Some college or AA degree,Widowed/Divorced/Separated,0.96
116169.0,F,57.0,Other Hispanic,Some college or AA degree,Married/Living with Partner,0.82
116171.0,M,33.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,3.88
116174.0,F,50.0,Non-Hispanic Black,High school graduate/GED or equivalent,Married/Living with Partner,0.35
116177.0,M,34.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,0.3
116178.0,M,20.0,Non-Hispanic Black,High school graduate/GED or equivalent,Never married,0.74
116180.0,M,33.0,Other Hispanic,9-11th grade,Married/Living with Partner,2.65
116181.0,M,45.0,Non-Hispanic White,College graduate or above,Never married,0.66
116182.0,F,18.0,Other Race - Including Multi-Racial,,,2.09
116183.0,F,38.0,Non-Hispanic White,College graduate or above,Never married,0.3
116184.0,M,33.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,
116185.0,M,29.0,Mexican American,9-11th grade,Married/Living with Partner,2.59
116186.0,M,32.0,Mexican American,9-11th grade,Married/Living with Partner,2.39
116187.0,F,65.0,Non-Hispanic White,Some college or AA degree,Widowed/Divorced/Separated,2.2
116190.0,M,23.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,4.62
116192.0,F,14.0,Other Hispanic,,,1.08
116193.0,M,11.0,Non-Hispanic Asian,,,5.0
116196.0,F,57.0,Non-Hispanic White,High school graduate/GED or equivalent,Widowed/Divorced/Separated,1.27
116197.0,F,11.0,Non-Hispanic Black,,,5.0
116200.0,M,62.0,Non-Hispanic Black,Some college or AA degree,Never married,0.56
116201.0,M,18.0,Non-Hispanic White,,,4.88
116202.0,M,31.0,Non-Hispanic Black,Some college or AA degree,Never married,0.74
116203.0,F,61.0,Non-Hispanic White,High school graduate/GED or equivalent,Widowed/Divorced/Separated,0.58
116205.0,M,36.0,Non-Hispanic Black,High school graduate/GED or equivalent,Married/Living with Partner,
116206.0,M,64.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,3.69
116207.0,F,34.0,Non-Hispanic White,College graduate or above,Never married,2.16
116210.0,F,52.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,5.0
116211.0,F,60.0,Mexican American,Some college or AA degree,Married/Living with Partner,5.0
116212.0,M,15.0,Other Hispanic,,,
116213.0,M,62.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,5.0
116214.0,M,14.0,Other Hispanic,,,1.1
116216.0,F,80.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,5.0
116217.0,F,4.0,Other Hispanic,,,0.96
116219.0,M,22.0,Non-Hispanic Asian,College graduate or above,Never married,3.85
116224.0,M,12.0,Other Hispanic,,,2.92
116225.0,M,43.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,
116226.0,M,25.0,Non-Hispanic White,High school graduate/GED or equivalent,Never married,5.0
116227.0,F,33.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,
116228.0,F,30.0,Non-Hispanic Black,Some college or AA degree,Never married,2.07
116230.0,F,16.0,Non-Hispanic White,,,0.87
116231.0,F,19.0,Non-Hispanic White,,,0.55
116232.0,F,60.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,1.19
116235.0,M,19.0,Non-Hispanic Black,,,0.29
116237.0,M,14.0,Non-Hispanic Asian,,,
116238.0,F,47.0,Non-Hispanic Black,College graduate or above,Widowed/Divorced/Separated,5.0
116239.0,F,10.0,Non-Hispanic Black,,,0.76
116240.0,M,74.0,Non-Hispanic Black,High school graduate/GED or equivalent,Married/Living with Partner,3.48
116241.0,F,28.0,Non-Hispanic White,9-11th grade,Married/Living with Partner,0.51
116243.0,F,60.0,Non-Hispanic White,High school graduate/GED or equivalent,Widowed/Divorced/Separated,0.82
116245.0,M,13.0,Other Hispanic,,,2.92
116246.0,M,13.0,Non-Hispanic White,,,2.39
116247.0,F,27.0,Other Race - Including Multi-Racial,Some college or AA degree,Widowed/Divorced/Separated,5.0
116248.0,M,8.0,Other Hispanic,,,0.62
116249.0,M,7.0,Non-Hispanic White,,,5.0
116250.0,F,10.0,Mexican American,,,5.0
116251.0,F,60.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,0.62
116252.0,M,41.0,Non-Hispanic White,9-11th grade,Never married,2.56
116254.0,M,62.0,Mexican American,Less than 9th grade,Married/Living with Partner,0.81
116255.0,F,14.0,Mexican American,,,0.37
116258.0,M,15.0,Mexican American,,,0.76
116261.0,M,15.0,Non-Hispanic White,,,4.25
116263.0,F,11.0,Non-Hispanic Black,,,2.46
116264.0,F,39.0,Non-Hispanic White,College graduate or above,Never married,5.0
116266.0,F,2.0,Non-Hispanic Black,,,1.03
116267.0,M,56.0,Other Race - Including Multi-Racial,College graduate or above,Widowed/Divorced/Separated,4.68
116268.0,F,56.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,2.13
116269.0,F,34.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,4.78
116270.0,M,55.0,Other Hispanic,High school graduate/GED or equivalent,Married/Living with Partner,2.88
116271.0,F,52.0,Non-Hispanic Asian,High school graduate/GED or equivalent,Married/Living with Partner,4.9
116272.0,F,10.0,Non-Hispanic Asian,,,1.0
116273.0,F,9.0,Other Race - Including Multi-Racial,,,0.59
116274.0,M,45.0,Other Hispanic,Less than 9th grade,Married/Living with Partner,3.32
116276.0,F,49.0,Non-Hispanic Black,Some college or AA degree,Widowed/Divorced/Separated,5.0
116278.0,M,44.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,2.61
116280.0,F,69.0,Non-Hispanic Black,College graduate or above,Widowed/Divorced/Separated,4.81
116281.0,M,80.0,Other Hispanic,Less than 9th grade,Married/Living with Partner,
116282.0,F,10.0,Non-Hispanic Black,,,2.4
116283.0,M,52.0,Other Race - Including Multi-Racial,College graduate or above,Married/Living with Partner,5.0
116284.0,M,32.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,1.02
116285.0,M,14.0,Non-Hispanic White,,,3.19
116286.0,M,58.0,Non-Hispanic Black,Some college or AA degree,Widowed/Divorced/Separated,2.24
116287.0,F,47.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,
116288.0,F,10.0,Other Race - Including Multi-Racial,,,5.0
116289.0,F,9.0,Non-Hispanic Black,,,0.42
116290.0,F,31.0,Non-Hispanic Black,Some college or AA degree,Never married,1.18
116291.0,F,48.0,Non-Hispanic Asian,,,0.64
116292.0,M,50.0,Other Race - Including Multi-Racial,Some college or AA degree,Widowed/Divorced/Separated,2.0
116293.0,F,43.0,Other Race - Including Multi-Racial,Some college or AA degree,Married/Living with Partner,
116294.0,F,29.0,Non-Hispanic Asian,High school graduate/GED or equivalent,Married/Living with Partner,2.43
116295.0,F,78.0,Non-Hispanic Black,High school graduate/GED or equivalent,,
116296.0,M,19.0,Non-Hispanic White,,,3.88
116297.0,F,10.0,Non-Hispanic Asian,,,4.47
116298.0,F,6.0,Non-Hispanic Black,,,2.8
116300.0,M,34.0,Non-Hispanic White,Some college or AA degree,Never married,1.36
116301.0,M,10.0,Non-Hispanic Black,,,0.8
116302.0,M,29.0,Non-Hispanic White,Some college or AA degree,Never married,0.58
116303.0,F,64.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,4.2
116305.0,M,26.0,Mexican American,9-11th grade,Never married,1.64
116306.0,F,25.0,Other Race - Including Multi-Racial,Some college or AA degree,Never married,2.2
116307.0,M,80.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,4.73
116309.0,F,4.0,Other Hispanic,,,0.78
116310.0,M,42.0,Other Hispanic,Less than 9th grade,Never married,
116311.0,F,4.0,Other Race - Including Multi-Racial,,,3.19
116312.0,F,55.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,5.0
116313.0,F,72.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,5.0
116314.0,F,35.0,Non-Hispanic Asian,9-11th grade,Married/Living with Partner,1.39
116315.0,M,68.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,3.18
116318.0,F,13.0,Non-Hispanic White,,,4.66
116319.0,M,45.0,Non-Hispanic Black,Some college or AA degree,Married/Living with Partner,3.18
116322.0,F,59.0,Other Race - Including Multi-Racial,Some college or AA degree,Never married,0.23
116323.0,F,17.0,Non-Hispanic Black,,,1.09
116324.0,M,12.0,Non-Hispanic Black,,,0.06
116325.0,M,62.0,Non-Hispanic Black,High school graduate/GED or equivalent,Married/Living with Partner,1.57
116326.0,F,5.0,Mexican American,,,
116327.0,M,51.0,Non-Hispanic Black,High school graduate/GED or equivalent,Widowed/Divorced/Separated,3.28
116328.0,M,39.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,2.15
116329.0,F,12.0,Non-Hispanic White,,,2.61
116331.0,M,4.0,Other Race - Including Multi-Racial,,,5.0
116333.0,F,36.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,2.64
116334.0,M,80.0,Non-Hispanic White,Some college or AA degree,Widowed/Divorced/Separated,4.0
116335.0,M,61.0,Non-Hispanic White,Less than 9th grade,Married/Living with Partner,1.77
116336.0,F,40.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,1.56
116337.0,M,14.0,Non-Hispanic White,,,3.11
116338.0,F,18.0,Non-Hispanic Black,,,0.99
116339.0,M,69.0,Non-Hispanic White,Less than 9th grade,Widowed/Divorced/Separated,0.93
116340.0,M,3.0,Non-Hispanic White,,,4.45
116341.0,F,80.0,Non-Hispanic Black,Some college or AA degree,Widowed/Divorced/Separated,1.84
116342.0,M,23.0,Non-Hispanic Black,High school graduate/GED or equivalent,Never married,5.397605346934028e-79
116344.0,M,80.0,Non-Hispanic White,High school graduate/GED or equivalent,Never married,5.0
116345.0,F,50.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,5.0
116346.0,M,72.0,Non-Hispanic White,Some college or AA degree,Widowed/Divorced/Separated,2.46
116347.0,M,79.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,2.59
116348.0,F,47.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,3.4
116349.0,M,59.0,Non-Hispanic Black,High school graduate/GED or equivalent,Widowed/Divorced/Separated,3.03
116350.0,M,6.0,Other Hispanic,,,0.75
116351.0,F,63.0,Non-Hispanic White,Some college or AA degree,Widowed/Divorced/Separated,5.0
116352.0,M,26.0,Mexican American,Some college or AA degree,Married/Living with Partner,3.31
116353.0,F,8.0,Non-Hispanic White,,,0.24
116354.0,F,56.0,Non-Hispanic Black,College graduate or above,Married/Living with Partner,5.0
116355.0,F,42.0,Mexican American,Some college or AA degree,Married/Living with Partner,5.0
116357.0,F,55.0,Mexican American,High school graduate/GED or equivalent,Married/Living with Partner,3.31
116358.0,M,4.0,Mexican American,,,3.19
116360.0,M,48.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,5.0
116361.0,F,13.0,Non-Hispanic White,,,0.73
116362.0,M,23.0,Mexican American,Some college or AA degree,Never married,2.56
116363.0,F,6.0,Non-Hispanic White,,,0.4
116366.0,F,11.0,Non-Hispanic White,,,
116367.0,F,19.0,Non-Hispanic White,,,1.19
116368.0,M,2.0,Non-Hispanic Black,,,1.18
116369.0,M,46.0,Non-Hispanic Black,Some college or AA degree,Never married,0.03
116370.0,M,11.0,Mexican American,,,5.397605346934028e-79
116371.0,M,8.0,Non-Hispanic White,,,1.36
116372.0,M,18.0,Non-Hispanic White,,,1.22
116373.0,M,71.0,Non-Hispanic Black,College graduate or above,Married/Living with Partner,3.05
116374.0,M,52.0,Non-Hispanic Asian,High school graduate/GED or equivalent,Married/Living with Partner,
116375.0,M,54.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,2.67
116376.0,M,80.0,Non-Hispanic White,College graduate or above,Widowed/Divorced/Separated,
116379.0,M,4.0,Other Race - Including Multi-Racial,,,1.62
116380.0,M,57.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,3.69
116381.0,M,59.0,Non-Hispanic White,College graduate or above,Widowed/Divorced/Separated,2.27
116382.0,M,36.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,4.19
116384.0,F,61.0,Other Hispanic,Some college or AA degree,Married/Living with Partner,
116385.0,F,60.0,Non-Hispanic Black,Some college or AA degree,Widowed/Divorced/Separated,1.3
116386.0,M,20.0,Non-Hispanic White,High school graduate/GED or equivalent,Never married,1.66
116387.0,F,56.0,Non-Hispanic Black,College graduate or above,Married/Living with Partner,
116389.0,F,75.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,3.08
116390.0,F,80.0,Other Race - Including Multi-Racial,Less than 9th grade,Married/Living with Partner,1.1
116391.0,M,6.0,Non-Hispanic White,,,5.0
116393.0,F,9.0,Non-Hispanic Black,,,1.13
116394.0,M,2.0,Non-Hispanic Black,,,0.28
116396.0,M,7.0,Non-Hispanic Black,,,0.08
116397.0,F,74.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,5.0
116398.0,F,28.0,Other Hispanic,High school graduate/GED or equivalent,Married/Living with Partner,1.19
